42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:34:39.0 (356946)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
12:34:39.0 (400962)|EXECUTION_STARTED
12:34:39.0 (406192)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000Yfb7|fflib_SystemTest.assertEquals_WithCombinedMatcher_ShouldPass()
12:34:39.0 (890967)|HEAP_ALLOCATE|[72]|Bytes:3
12:34:39.0 (931468)|HEAP_ALLOCATE|[77]|Bytes:152
12:34:39.0 (946816)|HEAP_ALLOCATE|[342]|Bytes:408
12:34:39.0 (961548)|HEAP_ALLOCATE|[355]|Bytes:408
12:34:39.0 (974713)|HEAP_ALLOCATE|[467]|Bytes:48
12:34:39.0 (1000799)|HEAP_ALLOCATE|[139]|Bytes:6
12:34:39.0 (1018739)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:170
12:34:39.0 (1035650)|METHOD_ENTRY|[5]|01pm0000000Yfb7|fflib_SystemTest.fflib_SystemTest()
12:34:39.0 (1042581)|STATEMENT_EXECUTE|[5]
12:34:39.0 (1047625)|STATEMENT_EXECUTE|[5]
12:34:39.0 (1051643)|METHOD_EXIT|[5]|fflib_SystemTest
12:34:39.0 (1117423)|HEAP_ALLOCATE|[50]|Bytes:5
12:34:39.0 (1142276)|HEAP_ALLOCATE|[56]|Bytes:5
12:34:39.0 (1150512)|HEAP_ALLOCATE|[64]|Bytes:7
12:34:39.0 (1186928)|STATEMENT_EXECUTE|[64]
12:34:39.0 (1189001)|STATEMENT_EXECUTE|[65]
12:34:39.0 (1191940)|HEAP_ALLOCATE|[66]|Bytes:6
12:34:39.0 (1263551)|VARIABLE_SCOPE_BEGIN|[34]|fflib_Match.Matching|Boolean|false|true
12:34:39.0 (1273718)|VARIABLE_SCOPE_BEGIN|[28]|fflib_Match.matchers|List<fflib_IMatcher>|true|true
12:34:39.0 (1285397)|HEAP_ALLOCATE|[66]|Bytes:416
12:34:39.0 (1366084)|METHOD_ENTRY|[26]|01pm0000000Yfab|fflib_Match.fflib_Match()
12:34:39.0 (1371495)|STATEMENT_EXECUTE|[26]
12:34:39.0 (1374352)|STATEMENT_EXECUTE|[26]
12:34:39.0 (1375814)|STATEMENT_EXECUTE|[28]
12:34:39.0 (1386305)|HEAP_ALLOCATE|[28]|Bytes:4
12:34:39.0 (1471996)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
12:34:39.0 (1496141)|VARIABLE_ASSIGNMENT|[28]|fflib_Match.matchers|[]|0x488dac23
12:34:39.0 (1502079)|STATEMENT_EXECUTE|[34]
12:34:39.0 (1514953)|HEAP_ALLOCATE|[34]|Bytes:5
12:34:39.0 (1524307)|VARIABLE_ASSIGNMENT|[34]|fflib_Match.Matching|false
12:34:39.0 (1532146)|METHOD_EXIT|[26]|fflib_Match
12:34:39.0 (1549335)|METHOD_ENTRY|[66]|01pm0000000Yfab|fflib_Match.stringStartsWith(String)
12:34:39.0 (1566771)|VARIABLE_SCOPE_BEGIN|[1154]|toMatch|String|false|false
12:34:39.0 (1602474)|VARIABLE_ASSIGNMENT|[1154]|toMatch|"Test S"
12:34:39.0 (1613968)|STATEMENT_EXECUTE|[1155]
12:34:39.0 (1616028)|STATEMENT_EXECUTE|[1156]
12:34:39.0 (1673502)|HEAP_ALLOCATE|[1156]|Bytes:9
12:34:39.0 (1690417)|HEAP_ALLOCATE|[1156]|Bytes:8
12:34:39.0 (1710576)|CONSTRUCTOR_ENTRY|[1156]|01pm0000000Yfad|<init>(String)|fflib_MatcherDefinitions.StringStartsWith
12:34:39.0 (1730349)|VARIABLE_SCOPE_BEGIN|[1086]|this|fflib_MatcherDefinitions.StringStartsWith|true|false
12:34:39.0 (1767747)|VARIABLE_ASSIGNMENT|[1086]|this|{}|0x326125bb
12:34:39.0 (1774778)|VARIABLE_SCOPE_BEGIN|[1086]|toMatch|String|false|false
12:34:39.0 (1784968)|VARIABLE_ASSIGNMENT|[1086]|toMatch|"Test S"
12:34:39.0 (1791010)|STATEMENT_EXECUTE|[1077]
12:34:39.0 (1792873)|STATEMENT_EXECUTE|[1079]
12:34:39.0 (1799835)|HEAP_ALLOCATE|[1088]|Bytes:6
12:34:39.0 (1834643)|STATEMENT_EXECUTE|[1087]
12:34:39.0 (1836665)|STATEMENT_EXECUTE|[1088]
12:34:39.0 (1868114)|HEAP_ALLOCATE|[1088]|Bytes:503
12:34:39.0 (1873475)|HEAP_ALLOCATE|[1088]|Bytes:8
12:34:39.0 (1880666)|METHOD_ENTRY|[33]|01pm0000000Yfad|fflib_MatcherDefinitions.fflib_MatcherDefinitions()
12:34:39.0 (1885311)|STATEMENT_EXECUTE|[33]
12:34:39.0 (1887734)|STATEMENT_EXECUTE|[33]
12:34:39.0 (2231223)|SYSTEM_MODE_ENTER|false
12:34:39.0 (2242211)|HEAP_ALLOCATE|[1088]|Bytes:5
12:34:39.0 (2247010)|STATEMENT_EXECUTE|[52]
12:34:39.0 (2248879)|STATEMENT_EXECUTE|[128]
12:34:39.0 (2250392)|STATEMENT_EXECUTE|[151]
12:34:39.0 (2251784)|STATEMENT_EXECUTE|[178]
12:34:39.0 (2253295)|STATEMENT_EXECUTE|[189]
12:34:39.0 (2254949)|STATEMENT_EXECUTE|[200]
12:34:39.0 (2256459)|STATEMENT_EXECUTE|[211]
12:34:39.0 (2257851)|STATEMENT_EXECUTE|[222]
12:34:39.0 (2259223)|STATEMENT_EXECUTE|[233]
12:34:39.0 (2260756)|STATEMENT_EXECUTE|[244]
12:34:39.0 (2262216)|STATEMENT_EXECUTE|[255]
12:34:39.0 (2264131)|STATEMENT_EXECUTE|[266]
12:34:39.0 (2265537)|STATEMENT_EXECUTE|[277]
12:34:39.0 (2266982)|STATEMENT_EXECUTE|[288]
12:34:39.0 (2268511)|STATEMENT_EXECUTE|[299]
12:34:39.0 (2269909)|STATEMENT_EXECUTE|[310]
12:34:39.0 (2271684)|STATEMENT_EXECUTE|[321]
12:34:39.0 (2273055)|STATEMENT_EXECUTE|[332]
12:34:39.0 (2274429)|STATEMENT_EXECUTE|[347]
12:34:39.0 (2276009)|STATEMENT_EXECUTE|[379]
12:34:39.0 (2277386)|STATEMENT_EXECUTE|[411]
12:34:39.0 (2278948)|STATEMENT_EXECUTE|[457]
12:34:39.0 (2280441)|STATEMENT_EXECUTE|[500]
12:34:39.0 (2281849)|STATEMENT_EXECUTE|[532]
12:34:39.0 (2283264)|STATEMENT_EXECUTE|[569]
12:34:39.0 (2284636)|STATEMENT_EXECUTE|[600]
12:34:39.0 (2286203)|STATEMENT_EXECUTE|[611]
12:34:39.0 (2287567)|STATEMENT_EXECUTE|[626]
