42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
14:24:28.0 (291566)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
14:24:28.0 (329471)|EXECUTION_STARTED
14:24:28.0 (336102)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000Sg5N|EventEventQuestionsTests.givenOnBeforeInsertExpectCheckForDuplicates()
14:24:28.0 (570539)|HEAP_ALLOCATE|[72]|Bytes:3
14:24:28.0 (641336)|HEAP_ALLOCATE|[77]|Bytes:152
14:24:28.0 (657126)|HEAP_ALLOCATE|[342]|Bytes:408
14:24:28.0 (672884)|HEAP_ALLOCATE|[355]|Bytes:408
14:24:28.0 (686388)|HEAP_ALLOCATE|[467]|Bytes:48
14:24:28.0 (714508)|HEAP_ALLOCATE|[139]|Bytes:6
14:24:28.0 (729680)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:11
14:24:28.0 (734853)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:54
14:24:28.0 (745757)|METHOD_ENTRY|[2]|01pm0000000Sg5N|EventEventQuestionsTests.EventEventQuestionsTests()
14:24:28.0 (752312)|STATEMENT_EXECUTE|[2]
14:24:28.0 (756984)|STATEMENT_EXECUTE|[2]
14:24:28.0 (786057)|HEAP_ALLOCATE|[50]|Bytes:5
14:24:28.0 (808747)|HEAP_ALLOCATE|[56]|Bytes:5
14:24:28.0 (817218)|HEAP_ALLOCATE|[64]|Bytes:7
14:24:28.0 (1153363)|SYSTEM_MODE_ENTER|false
14:24:28.0 (1172205)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
14:24:28.0 (1181209)|SYSTEM_MODE_EXIT|false
14:24:28.0 (1190342)|METHOD_EXIT|[2]|EventEventQuestionsTests
14:24:28.0 (1236376)|SYSTEM_MODE_ENTER|false
14:24:28.0 (1242883)|HEAP_ALLOCATE|[7]|Bytes:5
14:24:28.0 (1247840)|STATEMENT_EXECUTE|[4]
14:24:28.0 (1249547)|STATEMENT_EXECUTE|[7]
14:24:28.0 (1330677)|VARIABLE_SCOPE_BEGIN|[10]|fflib_ApexMocks.NEVER|Integer|false|true
14:24:28.0 (1362342)|HEAP_ALLOCATE|[7]|Bytes:18
14:24:28.0 (1369572)|HEAP_ALLOCATE|[7]|Bytes:176
14:24:28.0 (1373947)|HEAP_ALLOCATE|[7]|Bytes:119
14:24:28.0 (1381841)|METHOD_ENTRY|[8]|01pm0000000YfaH|fflib_ApexMocks.fflib_ApexMocks()
14:24:28.0 (1386960)|STATEMENT_EXECUTE|[8]
14:24:28.0 (1389427)|STATEMENT_EXECUTE|[8]
14:24:28.0 (1395111)|HEAP_ALLOCATE|[10]|Bytes:5
14:24:28.0 (1400035)|STATEMENT_EXECUTE|[10]
14:24:28.0 (1405663)|HEAP_ALLOCATE|[10]|Bytes:4
14:24:28.0 (1423249)|VARIABLE_ASSIGNMENT|[10]|fflib_ApexMocks.NEVER|0
14:24:28.0 (1428910)|STATEMENT_EXECUTE|[287]
14:24:28.0 (1435083)|METHOD_EXIT|[8]|fflib_ApexMocks
14:24:28.0 (1442153)|HEAP_ALLOCATE|[7]|Bytes:36
14:24:28.0 (1460202)|CONSTRUCTOR_ENTRY|[7]|01pm0000000YfaH|<init>()|fflib_ApexMocks
