43.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:35:40.0 (979598)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
12:35:40.0 (1040971)|EXECUTION_STARTED
12:35:40.0 (1048189)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000UGyW|OneFeaturedHotelPerEventTrigger_Test.FeaturedCheckNoOtherFeatureHotel()
12:35:40.0 (1350214)|HEAP_ALLOCATE|[72]|Bytes:3
12:35:40.0 (1395395)|HEAP_ALLOCATE|[77]|Bytes:152
12:35:40.0 (1415776)|HEAP_ALLOCATE|[342]|Bytes:408
12:35:40.0 (1440645)|HEAP_ALLOCATE|[355]|Bytes:408
12:35:40.0 (1464015)|HEAP_ALLOCATE|[467]|Bytes:48
12:35:40.0 (1500634)|HEAP_ALLOCATE|[139]|Bytes:6
12:35:40.0 (1522114)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:279
12:35:40.0 (1542709)|METHOD_ENTRY|[2]|01pm0000000UGyW|OneFeaturedHotelPerEventTrigger_Test.OneFeaturedHotelPerEventTrigger_Test()
12:35:40.0 (1551308)|STATEMENT_EXECUTE|[2]
12:35:40.0 (1557266)|STATEMENT_EXECUTE|[2]
12:35:40.0 (1563542)|METHOD_EXIT|[2]|OneFeaturedHotelPerEventTrigger_Test
12:35:40.0 (1770132)|HEAP_ALLOCATE|[50]|Bytes:5
12:35:40.0 (1800085)|HEAP_ALLOCATE|[56]|Bytes:5
12:35:40.0 (1810849)|HEAP_ALLOCATE|[64]|Bytes:7
12:35:40.0 (1863192)|STATEMENT_EXECUTE|[5]
12:35:40.0 (1866210)|STATEMENT_EXECUTE|[7]
12:35:40.0 (1920976)|HEAP_ALLOCATE|[7]|Bytes:4
12:35:40.0 (2051252)|VARIABLE_SCOPE_BEGIN|[7]|ven|Venue__c|true|false
12:35:40.0 (2090468)|VARIABLE_ASSIGNMENT|[7]|ven|{}|0x26fe2c8d
12:35:40.0 (2099165)|STATEMENT_EXECUTE|[9]
12:35:40.0 (2103393)|HEAP_ALLOCATE|[9]|Bytes:9
12:35:40.0 (2177305)|VARIABLE_ASSIGNMENT|[9]|this.Name|"testVenue"|0x26fe2c8d
12:35:40.0 (2186474)|STATEMENT_EXECUTE|[10]
12:35:40.0 (2190177)|HEAP_ALLOCATE|[10]|Bytes:15
12:35:40.0 (2227768)|VARIABLE_ASSIGNMENT|[10]|this.Street_Address_1__c|"18760 N Pima Rd"|0x26fe2c8d
12:35:40.0 (2236447)|STATEMENT_EXECUTE|[11]
12:35:40.0 (2239966)|HEAP_ALLOCATE|[11]|Bytes:10
12:35:40.0 (2267499)|VARIABLE_ASSIGNMENT|[11]|this.City__c|"Scottsdale"|0x26fe2c8d
12:35:40.0 (2276004)|STATEMENT_EXECUTE|[12]
12:35:40.0 (2279803)|HEAP_ALLOCATE|[12]|Bytes:2
12:35:40.0 (2305339)|VARIABLE_ASSIGNMENT|[12]|this.Venue_State__c|"AZ"|0x26fe2c8d
12:35:40.0 (2313517)|STATEMENT_EXECUTE|[13]
12:35:40.0 (2316345)|HEAP_ALLOCATE|[13]|Bytes:5
12:35:40.0 (2340408)|VARIABLE_ASSIGNMENT|[13]|this.Postal_Code_Zip__c|"85255"|0x26fe2c8d
12:35:40.0 (2348534)|STATEMENT_EXECUTE|[14]
12:35:40.0 (2351326)|HEAP_ALLOCATE|[14]|Bytes:13
12:35:40.0 (2377894)|VARIABLE_ASSIGNMENT|[14]|this.Country__c|"United States"|0x26fe2c8d
12:35:40.0 (2385879)|STATEMENT_EXECUTE|[15]
12:35:40.0 (2388936)|HEAP_ALLOCATE|[15]|Bytes:5
12:35:40.0 (2413486)|VARIABLE_ASSIGNMENT|[15]|this.Concierge__c|"Mason"|0x26fe2c8d
12:35:40.0 (2421383)|STATEMENT_EXECUTE|[17]
12:35:40.0 (2455084)|HEAP_ALLOCATE|[17]|Bytes:8
12:35:40.0 (2470431)|DML_BEGIN|[17]|Op:Insert|Type:Venue__c|Rows:1
12:35:40.0 (2514569)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
12:35:40.0 (41539889)|CODE_UNIT_STARTED|[EXTERNAL]|Workflow:01I36000002MjGn
12:35:40.0 (50410932)|WF_RULE_EVAL_BEGIN|Workflow
12:35:40.0 (50436185)|WF_CRITERIA_BEGIN|[Venue: testVenue a0k18000000oqaO]|Venue301m0000000ACth|01Qm00000009kve|ON_ALL_CHANGES|0
12:35:40.0 (50549714)|WF_FORMULA|Formula:ENCODED:[treatNullAsNull]true|Values:
12:35:40.0 (50557231)|WF_CRITERIA_END|true
12:35:40.0 (51285193)|WF_SPOOL_ACTION_BEGIN|Workflow
12:35:40.0 (51309981)|WF_ACTION| Flow Trigger: 1;
12:35:40.0 (51314522)|WF_RULE_EVAL_END
12:35:40.0 (51580116)|WF_FLOW_ACTION_BEGIN|09Lm00000004XvN
12:35:40.53 (53117176)|FLOW_CREATE_INTERVIEW_BEGIN|00D18000000Cve8|30036000000U6bv|301m0000000ACth
12:35:40.53 (54038166)|FLOW_CREATE_INTERVIEW_END|52669785f51f9be634b416a2ed32165fd7eefe5-399e|Venue
12:35:40.54 (54387324)|FLOW_START_INTERVIEWS_BEGIN|1
12:35:40.54 (54407645)|FLOW_START_INTERVIEW_BEGIN|52669785f51f9be634b416a2ed32165fd7eefe5-399e|Venue
12:35:40.54 (58722797)|FLOW_START_INTERVIEW_END|52669785f51f9be634b416a2ed32165fd7eefe5-399e|Venue
12:35:40.54 (61856396)|FLOW_CREATE_INTERVIEW_BEGIN|00D18000000Cve8|30036000000U6bp|
12:35:40.54 (62490093)|FLOW_CREATE_INTERVIEW_END|52679785f51f9be634b416a2ed32165fd7eefe5-399f|Publish Matson Event Updated Event When Venue Updated
12:35:40.54 (62559917)|FLOW_START_INTERVIEWS_BEGIN|1
12:35:40.54 (62573127)|FLOW_START_INTERVIEW_BEGIN|52679785f51f9be634b416a2ed32165fd7eefe5-399f|Publish Matson Event Updated Event When Venue Updated
12:35:40.54 (62654992)|FLOW_START_INTERVIEW_END|52679785f51f9be634b416a2ed32165fd7eefe5-399f|Publish Matson Event Updated Event When Venue Updated
12:35:40.54 (130908860)|FLOW_START_INTERVIEWS_END|1
