41.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
09:05:19.0 (324433)|USER_INFO|[EXTERNAL]|00536000002yNao|braden.fraley@matsonmoney.com.mbill|Eastern Standard Time|GMT-05:00
09:05:19.0 (362084)|EXECUTION_STARTED
09:05:19.0 (367752)|CODE_UNIT_STARTED|[EXTERNAL]|06636000006g5Bt|VF: /apex/Mass_Email_Event_Registrants
09:05:19.0 (922275)|VF_DESERIALIZE_VIEWSTATE_BEGIN|06636000006g5Bt
09:05:19.0 (16198598)|HEAP_ALLOCATE|[72]|Bytes:3
09:05:19.0 (16243105)|HEAP_ALLOCATE|[77]|Bytes:152
09:05:19.0 (16256669)|HEAP_ALLOCATE|[342]|Bytes:408
09:05:19.0 (16268365)|HEAP_ALLOCATE|[355]|Bytes:408
09:05:19.0 (16279833)|HEAP_ALLOCATE|[467]|Bytes:48
09:05:19.0 (16304981)|HEAP_ALLOCATE|[139]|Bytes:6
09:05:19.0 (16438200)|HEAP_ALLOCATE|[50]|Bytes:5
09:05:19.0 (16463434)|HEAP_ALLOCATE|[56]|Bytes:5
09:05:19.0 (16472501)|HEAP_ALLOCATE|[64]|Bytes:7
09:05:19.0 (21795488)|VF_DESERIALIZE_VIEWSTATE_END
09:05:19.0 (23053412)|SYSTEM_MODE_ENTER|true
09:05:19.0 (23323391)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:12
09:05:19.0 (23335583)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:276
09:05:19.0 (23340247)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:221
09:05:19.0 (23344018)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
09:05:19.0 (23358101)|METHOD_ENTRY|[1]|01p3600000JWdh2|EventRegistrationExtController.EventRegistrationExtController()
09:05:19.0 (23366528)|STATEMENT_EXECUTE|[1]
09:05:19.0 (23373197)|STATEMENT_EXECUTE|[1]
09:05:19.0 (23384481)|SYSTEM_MODE_ENTER|false
09:05:19.0 (23396441)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
09:05:19.0 (23402023)|STATEMENT_EXECUTE|[427]
09:05:19.0 (23407526)|SYSTEM_MODE_EXIT|false
09:05:19.0 (23416541)|METHOD_EXIT|[1]|EventRegistrationExtController
09:05:19.0 (23427915)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
09:05:19.0 (23436482)|VARIABLE_SCOPE_BEGIN|[105]|this|EventRegistrationExtController|true|false
09:05:19.0 (23769957)|VARIABLE_ASSIGNMENT|[105]|this|{"displayConfirm":true,"setController":"core.apexpages.components.framework.controller.SetOrientedStandardControllerImpl@4b78522e","TRANSACTIONAL_EMAIL_TEMPLATE_TYPE":"Transactional"}|0xba07ff8
09:05:19.0 (23791219)|SYSTEM_MODE_ENTER|false
09:05:19.0 (23798405)|HEAP_ALLOCATE|[106]|Bytes:5
09:05:19.0 (23804302)|STATEMENT_EXECUTE|[105]
09:05:19.0 (23806606)|STATEMENT_EXECUTE|[106]
09:05:19.0 (23812337)|SYSTEM_MODE_EXIT|false
09:05:19.0 (24014799)|SYSTEM_MODE_ENTER|true
09:05:19.0 (24062891)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
09:05:19.0 (24072055)|VARIABLE_SCOPE_BEGIN|[128]|this|EventRegistrationExtController|true|false
09:05:19.0 (24201890)|VARIABLE_ASSIGNMENT|[128]|this|{"displayConfirm":true,"setController":"core.apexpages.components.framework.controller.SetOrientedStandardControllerImpl@4b78522e","TRANSACTIONAL_EMAIL_TEMPLATE_TYPE":"Transactional"}|0xba07ff8
09:05:19.0 (24220156)|SYSTEM_MODE_ENTER|false
09:05:19.0 (24227535)|HEAP_ALLOCATE|[129]|Bytes:5
09:05:19.0 (24233510)|STATEMENT_EXECUTE|[128]
09:05:19.0 (24235655)|STATEMENT_EXECUTE|[129]
09:05:19.0 (24240606)|SYSTEM_MODE_EXIT|false
09:05:19.0 (24367173)|SYSTEM_MODE_ENTER|true
09:05:19.0 (24412244)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
09:05:19.0 (24422089)|VARIABLE_SCOPE_BEGIN|[141]|this|EventRegistrationExtController|true|false
09:05:19.0 (24549463)|VARIABLE_ASSIGNMENT|[141]|this|{"displayConfirm":true,"setController":"core.apexpages.components.framework.controller.SetOrientedStandardControllerImpl@4b78522e","TRANSACTIONAL_EMAIL_TEMPLATE_TYPE":"Transactional"}|0xba07ff8
09:05:19.0 (24566288)|SYSTEM_MODE_ENTER|false
09:05:19.0 (24573499)|HEAP_ALLOCATE|[143]|Bytes:5
09:05:19.0 (24578689)|STATEMENT_EXECUTE|[141]
09:05:19.0 (24580965)|STATEMENT_EXECUTE|[143]
09:05:19.0 (24585730)|SYSTEM_MODE_EXIT|false
09:05:19.0 (24743656)|SYSTEM_MODE_ENTER|true
09:05:19.0 (24975057)|SYSTEM_MODE_ENTER|true
09:05:19.0 (25021137)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:68
09:05:19.0 (25030732)|VARIABLE_SCOPE_BEGIN|[76]|this|EventRegistrationExtController|true|false
09:05:19.0 (25168335)|VARIABLE_ASSIGNMENT|[76]|this|{"displayConfirm":true,"setController":"core.apexpages.components.framework.controller.SetOrientedStandardControllerImpl@4b78522e","TRANSACTIONAL_EMAIL_TEMPLATE_TYPE":"Transactional"}|0xba07ff8
09:05:19.0 (25185565)|SYSTEM_MODE_ENTER|false
09:05:19.0 (25192626)|HEAP_ALLOCATE|[78]|Bytes:5
09:05:19.0 (25198755)|STATEMENT_EXECUTE|[76]
09:05:19.0 (25201145)|STATEMENT_EXECUTE|[78]
09:05:19.0 (25219437)|HEAP_ALLOCATE|[78]|Bytes:4
09:05:19.0 (25262928)|VARIABLE_SCOPE_BEGIN|[78]|options|List<System.SelectOption>|true|false
09:05:19.0 (25296367)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:05:19.0 (25308388)|VARIABLE_ASSIGNMENT|[78]|options|[]|0x5131aa3
09:05:19.0 (25319495)|STATEMENT_EXECUTE|[80]
09:05:19.0 (25329207)|HEAP_ALLOCATE|[80]|Bytes:36
09:05:19.0 (25398428)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
09:05:19.0 (25420432)|METHOD_ENTRY|[82]|01p3600000JWdh2|EventRegistrationExtController.orgWideEmailAddressSelector()
09:05:19.0 (30992730)|HEAP_ALLOCATE|[300]|Bytes:5
09:05:19.0 (31004379)|STATEMENT_EXECUTE|[299]
09:05:19.0 (31007208)|STATEMENT_EXECUTE|[300]
