35.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
15:02:49.0 (666356)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
15:02:49.0 (715126)|EXECUTION_STARTED
15:02:49.0 (721847)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000bN0j|MatsonEventsTriggerTests.eventRecordTypeChange()
15:02:49.0 (958404)|HEAP_ALLOCATE|[72]|Bytes:3
15:02:49.0 (1002355)|HEAP_ALLOCATE|[77]|Bytes:152
15:02:49.0 (1020564)|HEAP_ALLOCATE|[342]|Bytes:408
15:02:49.0 (1036349)|HEAP_ALLOCATE|[355]|Bytes:408
15:02:49.0 (1050585)|HEAP_ALLOCATE|[467]|Bytes:48
15:02:49.0 (1078177)|HEAP_ALLOCATE|[139]|Bytes:6
15:02:49.0 (1094129)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:9
15:02:49.0 (1099679)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:151
15:02:49.0 (1114999)|METHOD_ENTRY|[2]|01pm0000000bN0j|MatsonEventsTriggerTests.MatsonEventsTriggerTests()
15:02:49.0 (1121329)|STATEMENT_EXECUTE|[2]
15:02:49.0 (1126120)|STATEMENT_EXECUTE|[2]
15:02:49.0 (1130302)|METHOD_EXIT|[2]|MatsonEventsTriggerTests
15:02:49.0 (1310290)|HEAP_ALLOCATE|[50]|Bytes:5
15:02:49.0 (1335158)|HEAP_ALLOCATE|[56]|Bytes:5
15:02:49.0 (1343154)|HEAP_ALLOCATE|[64]|Bytes:7
15:02:49.0 (1384594)|STATEMENT_EXECUTE|[60]
15:02:49.0 (1386627)|STATEMENT_EXECUTE|[62]
15:02:49.0 (29754215)|VARIABLE_SCOPE_BEGIN|[10]|fflib_ApexMocks.NEVER|Integer|false|true
15:02:49.0 (29832564)|HEAP_ALLOCATE|[62]|Bytes:18
15:02:49.0 (29845565)|HEAP_ALLOCATE|[62]|Bytes:176
15:02:49.0 (29850515)|HEAP_ALLOCATE|[62]|Bytes:119
15:02:49.0 (29877417)|METHOD_ENTRY|[8]|01pm0000000YfaH|fflib_ApexMocks.fflib_ApexMocks()
15:02:49.0 (29885103)|STATEMENT_EXECUTE|[8]
15:02:49.0 (29890842)|STATEMENT_EXECUTE|[8]
15:02:49.0 (30374742)|SYSTEM_MODE_ENTER|false
15:02:49.0 (30397042)|HEAP_ALLOCATE|[10]|Bytes:5
15:02:49.0 (30404318)|STATEMENT_EXECUTE|[10]
15:02:49.0 (30413221)|HEAP_ALLOCATE|[10]|Bytes:4
15:02:49.0 (30439218)|VARIABLE_ASSIGNMENT|[10]|fflib_ApexMocks.NEVER|0
15:02:49.0 (30445070)|STATEMENT_EXECUTE|[287]
15:02:49.0 (30450744)|SYSTEM_MODE_EXIT|false
15:02:49.0 (30464769)|METHOD_EXIT|[8]|fflib_ApexMocks
15:02:49.0 (43866540)|VARIABLE_SCOPE_BEGIN|[18]|fflib_MethodCountRecorder.methodArgumentsByTypeName|Map<fflib_QualifiedMethod,List<fflib_MethodArgValues>>|true|true
15:02:49.0 (47873061)|VARIABLE_SCOPE_BEGIN|[21]|fflib_MethodCountRecorder.orderedMethodCalls|List<fflib_InvocationOnMock>|true|true
15:02:49.0 (76239642)|HEAP_ALLOCATE|[62]|Bytes:36
