44.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
17:00:39.0 (282970)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
17:00:39.0 (313840)|EXECUTION_STARTED
17:00:39.0 (319134)|CODE_UNIT_STARTED|[EXTERNAL]|VisualForce View State
17:00:39.0 (6022573)|CODE_UNIT_FINISHED|VisualForce View State
17:00:39.0 (6976994)|EXECUTION_FINISHED
17:00:39.10 (10888498)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
17:00:39.69 (69826866)|CODE_UNIT_STARTED|[EXTERNAL]|01qm00000000vtc|EventsTrigger on Event trigger event BeforeInsert|__sfdc_trigger/EventsTrigger
17:00:39.69 (69890409)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
17:00:39.69 (70268852)|HEAP_ALLOCATE|[72]|Bytes:3
17:00:39.69 (70313236)|HEAP_ALLOCATE|[77]|Bytes:152
17:00:39.69 (70328210)|HEAP_ALLOCATE|[342]|Bytes:408
17:00:39.69 (70341534)|HEAP_ALLOCATE|[355]|Bytes:408
17:00:39.69 (70353001)|HEAP_ALLOCATE|[467]|Bytes:48
17:00:39.69 (70379536)|HEAP_ALLOCATE|[139]|Bytes:6
17:00:39.69 (70403182)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:39.69 (70411730)|VARIABLE_SCOPE_BEGIN|[1]|this|EventsTrigger|true|false
17:00:39.69 (70458235)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x4febb4a5
17:00:39.69 (70514254)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
17:00:39.69 (70521180)|VARIABLE_SCOPE_BEGIN|[1]|this|EventsTrigger|true|false
17:00:39.69 (70534251)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x4febb4a5
17:00:39.69 (70543496)|STATEMENT_EXECUTE|[1]
