42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:34:39.0 (361624)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
12:34:39.0 (430537)|EXECUTION_STARTED
12:34:39.0 (435934)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000YfZh|MassEmailServiceTests.givenNewInstanceExpectInstanceOfIMassEmailService()
12:34:39.0 (678754)|HEAP_ALLOCATE|[72]|Bytes:3
12:34:39.0 (709689)|HEAP_ALLOCATE|[77]|Bytes:152
12:34:39.0 (723303)|HEAP_ALLOCATE|[342]|Bytes:408
12:34:39.0 (737283)|HEAP_ALLOCATE|[355]|Bytes:408
12:34:39.0 (750109)|HEAP_ALLOCATE|[467]|Bytes:48
12:34:39.0 (777893)|HEAP_ALLOCATE|[139]|Bytes:6
12:34:39.0 (793053)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:7
12:34:39.0 (798263)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:437
12:34:39.0 (811852)|METHOD_ENTRY|[2]|01pm0000000YfZh|MassEmailServiceTests.MassEmailServiceTests()
12:34:39.0 (817549)|STATEMENT_EXECUTE|[2]
12:34:39.0 (821073)|STATEMENT_EXECUTE|[2]
12:34:39.0 (825249)|METHOD_EXIT|[2]|MassEmailServiceTests
12:34:39.0 (892147)|HEAP_ALLOCATE|[50]|Bytes:5
12:34:39.0 (910796)|HEAP_ALLOCATE|[56]|Bytes:5
12:34:39.0 (919129)|HEAP_ALLOCATE|[64]|Bytes:7
12:34:39.0 (949221)|STATEMENT_EXECUTE|[4]
12:34:39.0 (951230)|STATEMENT_EXECUTE|[7]
12:34:39.0 (1095905)|HEAP_ALLOCATE|[7]|Bytes:72
12:34:39.0 (1103859)|HEAP_ALLOCATE|[7]|Bytes:23
12:34:39.0 (1115722)|METHOD_ENTRY|[1]|01pm0000000YfZg|MassEmailService.MassEmailService()
12:34:39.0 (1121272)|STATEMENT_EXECUTE|[1]
12:34:39.0 (1125396)|STATEMENT_EXECUTE|[1]
12:34:39.0 (1470344)|SYSTEM_MODE_ENTER|false
12:34:39.0 (1491223)|HEAP_ALLOCATE|[7]|Bytes:5
12:34:39.0 (1504251)|SYSTEM_MODE_EXIT|false
12:34:39.0 (1515986)|METHOD_EXIT|[1]|MassEmailService
12:34:39.0 (1536641)|METHOD_ENTRY|[7]|01pm0000000YfZg|MassEmailService.newInstance()
12:34:39.0 (1574822)|SYSTEM_MODE_ENTER|false
12:34:39.0 (1583453)|HEAP_ALLOCATE|[7]|Bytes:5
12:34:39.0 (1590535)|STATEMENT_EXECUTE|[6]
12:34:39.0 (1592771)|STATEMENT_EXECUTE|[7]
12:34:39.0 (1644876)|VARIABLE_SCOPE_BEGIN|[31]|PhoenixCore.Domain|fflib_Application.DomainFactory|true|true
12:34:39.0 (1654248)|VARIABLE_SCOPE_BEGIN|[20]|PhoenixCore.Selector|fflib_Application.SelectorFactory|true|true
12:34:39.0 (1661853)|VARIABLE_SCOPE_BEGIN|[4]|PhoenixCore.Service|fflib_Application.ServiceFactory|true|true
12:34:39.0 (1668908)|VARIABLE_SCOPE_BEGIN|[14]|PhoenixCore.UnitOfWork|fflib_Application.UnitOfWorkFactory|true|true
12:34:39.0 (1682977)|METHOD_ENTRY|[1]|01pm0000000YfZl|PhoenixCore.PhoenixCore()
12:34:39.0 (1687669)|STATEMENT_EXECUTE|[1]
12:34:39.0 (1690280)|STATEMENT_EXECUTE|[1]
12:34:39.0 (1691611)|STATEMENT_EXECUTE|[4]
12:34:39.0 (1734798)|HEAP_ALLOCATE|[5]|Bytes:11
12:34:39.0 (1745053)|HEAP_ALLOCATE|[5]|Bytes:12
12:34:39.0 (1798847)|HEAP_ALLOCATE|[6]|Bytes:4
12:34:39.0 (1827614)|HEAP_ALLOCATE|[7]|Bytes:21
12:34:39.0 (1917741)|HEAP_ALLOCATE|[7]|Bytes:27
12:34:39.0 (1938610)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
12:34:39.0 (1942729)|STATEMENT_EXECUTE|[1]
12:34:39.0 (1948309)|SYSTEM_METHOD_EXIT|[1]|Type
12:34:39.0 (1955670)|HEAP_ALLOCATE|[7]|Bytes:8
12:34:39.0 (1971833)|HEAP_ALLOCATE|[7]|Bytes:8
12:34:39.0 (1977761)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:34:39.0 (2005907)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x7b75d9ae
12:34:39.0 (2013131)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:34:39.0 (2114168)|VARIABLE_ASSIGNMENT|[4]|apextype|"IEmailTemplateService"|0x17a0c191
12:34:39.0 (2184166)|HEAP_ALLOCATE|[7]|Bytes:8
12:34:39.0 (2191145)|HEAP_ALLOCATE|[7]|Bytes:20
12:34:39.0 (2258454)|HEAP_ALLOCATE|[7]|Bytes:8
12:34:39.0 (2265230)|HEAP_ALLOCATE|[7]|Bytes:8
12:34:39.0 (2269540)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:34:39.0 (2285512)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x7337059
12:34:39.0 (2291216)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:34:39.0 (2323894)|VARIABLE_ASSIGNMENT|[4]|apextype|"EmailTemplateService"|0x5c66c403
