42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
13:26:10.0 (292512)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
13:26:10.0 (330716)|EXECUTION_STARTED
13:26:10.0 (336016)|CODE_UNIT_STARTED|[EXTERNAL]|TRIGGERS
13:26:10.0 (1171954)|CODE_UNIT_STARTED|[EXTERNAL]|01qm00000000vtc|EventsTrigger on Event trigger event BeforeUpdate|__sfdc_trigger/EventsTrigger
13:26:10.0 (1225000)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:26:10.0 (1277407)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:8
13:26:10.0 (1587346)|HEAP_ALLOCATE|[72]|Bytes:3
13:26:10.0 (1619464)|HEAP_ALLOCATE|[77]|Bytes:152
13:26:10.0 (1631228)|HEAP_ALLOCATE|[342]|Bytes:408
13:26:10.0 (1642555)|HEAP_ALLOCATE|[355]|Bytes:408
13:26:10.0 (1654187)|HEAP_ALLOCATE|[467]|Bytes:48
13:26:10.0 (1677282)|HEAP_ALLOCATE|[139]|Bytes:6
13:26:10.0 (1692153)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:26:10.0 (1699124)|VARIABLE_SCOPE_BEGIN|[1]|this|EventsTrigger|true|false
13:26:10.0 (1743267)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x9009642
13:26:10.0 (1790311)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:4
13:26:10.0 (1798932)|VARIABLE_SCOPE_BEGIN|[1]|this|EventsTrigger|true|false
13:26:10.0 (1810070)|VARIABLE_ASSIGNMENT|[1]|this|{}|0x9009642
13:26:10.0 (1817495)|STATEMENT_EXECUTE|[1]
13:26:10.0 (1820153)|STATEMENT_EXECUTE|[4]
13:26:10.0 (1824388)|HEAP_ALLOCATE|[4]|Bytes:6
13:26:10.0 (1851208)|HEAP_ALLOCATE|[50]|Bytes:5
13:26:10.0 (1868210)|HEAP_ALLOCATE|[56]|Bytes:5
13:26:10.0 (1875976)|HEAP_ALLOCATE|[64]|Bytes:7
13:26:10.0 (2642492)|HEAP_ALLOCATE|[4]|Bytes:27
13:26:10.0 (2658822)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
13:26:10.0 (2663709)|STATEMENT_EXECUTE|[1]
13:26:10.0 (2671331)|SYSTEM_METHOD_EXIT|[1]|Type
13:26:10.0 (2678164)|HEAP_ALLOCATE|[4]|Bytes:8
13:26:10.0 (2699826)|HEAP_ALLOCATE|[4]|Bytes:8
13:26:10.0 (2705052)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
13:26:10.0 (2727221)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x3d8e1b7e
13:26:10.0 (2733770)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
13:26:10.0 (3011552)|VARIABLE_ASSIGNMENT|[4]|apextype|"Events"|0x616fbc5
13:26:10.0 (3084495)|HEAP_ALLOCATE|[4]|Bytes:8
13:26:10.0 (3691417)|VARIABLE_SCOPE_BEGIN|[62]|fflib_SObjectDomain.Errors|fflib_SObjectDomain.ErrorFactory|true|true
13:26:10.0 (3730935)|VARIABLE_SCOPE_BEGIN|[67]|fflib_SObjectDomain.Test|fflib_SObjectDomain.TestFactory|true|true
