42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
08:52:04.0 (306484)|USER_INFO|[EXTERNAL]|00536000002yNao|braden.fraley@matsonmoney.com.mbill|Eastern Standard Time|GMT-04:00
08:52:04.0 (349724)|EXECUTION_STARTED
08:52:04.0 (354622)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000Yfaw|fflib_SObjectDomainTest.testDisableTriggerEventsBehaviour()
08:52:04.0 (800934)|HEAP_ALLOCATE|[72]|Bytes:3
08:52:04.0 (843360)|HEAP_ALLOCATE|[77]|Bytes:152
08:52:04.0 (861137)|HEAP_ALLOCATE|[342]|Bytes:408
08:52:04.0 (876298)|HEAP_ALLOCATE|[355]|Bytes:408
08:52:04.0 (888709)|HEAP_ALLOCATE|[467]|Bytes:48
08:52:04.0 (916290)|HEAP_ALLOCATE|[139]|Bytes:6
08:52:04.0 (931321)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:3
08:52:04.0 (936130)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:661
08:52:04.0 (973417)|METHOD_ENTRY|[28]|01pm0000000Yfaw|fflib_SObjectDomainTest.fflib_SObjectDomainTest()
08:52:04.0 (986850)|STATEMENT_EXECUTE|[28]
08:52:04.0 (992525)|STATEMENT_EXECUTE|[28]
08:52:04.0 (1022982)|HEAP_ALLOCATE|[50]|Bytes:5
08:52:04.0 (1048227)|HEAP_ALLOCATE|[56]|Bytes:5
08:52:04.0 (1055960)|HEAP_ALLOCATE|[64]|Bytes:7
08:52:04.0 (1396910)|SYSTEM_MODE_ENTER|false
08:52:04.0 (1415781)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:5
08:52:04.0 (1424378)|SYSTEM_MODE_EXIT|false
08:52:04.0 (1433895)|METHOD_EXIT|[28]|fflib_SObjectDomainTest
08:52:04.0 (1699572)|SYSTEM_MODE_ENTER|false
08:52:04.0 (1707860)|HEAP_ALLOCATE|[238]|Bytes:5
08:52:04.0 (1714402)|STATEMENT_EXECUTE|[237]
08:52:04.0 (1716488)|STATEMENT_EXECUTE|[238]
08:52:04.0 (1722451)|VARIABLE_SCOPE_BEGIN|[238]|bError|Boolean|false|false
08:52:04.0 (1730255)|HEAP_ALLOCATE|[238]|Bytes:5
08:52:04.0 (1747818)|VARIABLE_ASSIGNMENT|[238]|bError|false
08:52:04.0 (1752783)|STATEMENT_EXECUTE|[240]
08:52:04.0 (1757778)|VARIABLE_SCOPE_BEGIN|[240]|sErrorMessage|String|false|false
08:52:04.0 (1769296)|VARIABLE_ASSIGNMENT|[240]|sErrorMessage|""
08:52:04.0 (1773513)|STATEMENT_EXECUTE|[242]
08:52:04.0 (1775918)|HEAP_ALLOCATE|[242]|Bytes:11
08:52:04.0 (1811112)|HEAP_ALLOCATE|[242]|Bytes:15
08:52:04.0 (1828963)|HEAP_ALLOCATE|[242]|Bytes:4
08:52:04.0 (1917469)|HEAP_ALLOCATE|[242]|Bytes:8
08:52:04.0 (1932729)|VARIABLE_SCOPE_BEGIN|[242]|oldOpp|Opportunity|true|false
08:52:04.0 (1953473)|VARIABLE_ASSIGNMENT|[242]|oldOpp|{"Id":"006E0000006mkRQIAY"}|0x694bc9fe
08:52:04.0 (1960252)|STATEMENT_EXECUTE|[243]
08:52:04.0 (1963146)|HEAP_ALLOCATE|[243]|Bytes:4
08:52:04.0 (2027399)|VARIABLE_ASSIGNMENT|[243]|this.Name|"Test"|0x694bc9fe
08:52:04.0 (2035295)|STATEMENT_EXECUTE|[244]
08:52:04.0 (2038726)|HEAP_ALLOCATE|[244]|Bytes:8
08:52:04.0 (2063263)|VARIABLE_ASSIGNMENT|[244]|this.Type|"Existing"|0x694bc9fe
08:52:04.0 (2070051)|STATEMENT_EXECUTE|[245]
08:52:04.0 (2087689)|HEAP_ALLOCATE|[245]|Bytes:4
08:52:04.0 (2118892)|HEAP_ALLOCATE|[245]|Bytes:8
08:52:04.0 (2128763)|VARIABLE_SCOPE_BEGIN|[245]|newOpp|Opportunity|true|false
08:52:04.0 (2144339)|VARIABLE_ASSIGNMENT|[245]|newOpp|{"Id":"006E0000006mkRQIAY"}|0x1afdc6cb
08:52:04.0 (2150271)|STATEMENT_EXECUTE|[246]
08:52:04.0 (2170682)|VARIABLE_ASSIGNMENT|[246]|this.Name|"Test"|0x1afdc6cb
08:52:04.0 (2177666)|STATEMENT_EXECUTE|[247]
08:52:04.0 (2180667)|HEAP_ALLOCATE|[247]|Bytes:3
08:52:04.0 (2197278)|VARIABLE_ASSIGNMENT|[247]|this.Type|"New"|0x1afdc6cb
08:52:04.0 (2202933)|STATEMENT_EXECUTE|[254]
08:52:04.0 (2204667)|STATEMENT_EXECUTE|[255]
08:52:04.0 (2206206)|STATEMENT_EXECUTE|[256]
08:52:04.0 (2208590)|HEAP_ALLOCATE|[256]|Bytes:58
08:52:04.0 (2362242)|HEAP_ALLOCATE|[256]|Bytes:27
08:52:04.0 (2373905)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
08:52:04.0 (2378434)|STATEMENT_EXECUTE|[1]
08:52:04.0 (2384488)|SYSTEM_METHOD_EXIT|[1]|Type
08:52:04.0 (2391872)|HEAP_ALLOCATE|[256]|Bytes:8
08:52:04.0 (2407979)|HEAP_ALLOCATE|[256]|Bytes:8
08:52:04.0 (2414537)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
08:52:04.0 (2442087)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x3341bd60
08:52:04.0 (2447744)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
08:52:04.0 (2580783)|VARIABLE_ASSIGNMENT|[4]|apextype|"fflib_SObjectDomain.TestSObjectDisableBehaviourConstructor"|0x47296cf
08:52:04.0 (2654893)|HEAP_ALLOCATE|[256]|Bytes:8
08:52:04.0 (2778553)|VARIABLE_SCOPE_BEGIN|[62]|fflib_SObjectDomain.Errors|fflib_SObjectDomain.ErrorFactory|true|true
08:52:04.0 (2818369)|VARIABLE_SCOPE_BEGIN|[67]|fflib_SObjectDomain.Test|fflib_SObjectDomain.TestFactory|true|true
08:52:04.0 (2889898)|VARIABLE_SCOPE_BEGIN|[77]|fflib_SObjectDomain.TriggerEventByClass|Map<System.Type,fflib_SObjectDomain.TriggerEvent>|true|true
08:52:04.0 (2933701)|VARIABLE_SCOPE_BEGIN|[72]|fflib_SObjectDomain.TriggerStateByClass|Map<System.Type,List<fflib_SObjectDomain>>|true|true
08:52:04.0 (2998677)|HEAP_ALLOCATE|[256]|Bytes:390
08:52:04.0 (3007322)|HEAP_ALLOCATE|[256]|Bytes:208
08:52:04.0 (3012132)|HEAP_ALLOCATE|[256]|Bytes:133
08:52:04.0 (3021763)|METHOD_ENTRY|[41]|01pm0000000Yfav|fflib_SObjectDomain.fflib_SObjectDomain()
08:52:04.0 (3027973)|STATEMENT_EXECUTE|[41]
08:52:04.0 (3031647)|STATEMENT_EXECUTE|[41]
08:52:04.0 (3037868)|HEAP_ALLOCATE|[81]|Bytes:5
08:52:04.0 (3042316)|STATEMENT_EXECUTE|[80]
08:52:04.0 (3044582)|STATEMENT_EXECUTE|[81]
08:52:04.0 (3047967)|HEAP_ALLOCATE|[81]|Bytes:27
08:52:04.0 (3055199)|HEAP_ALLOCATE|[81]|Bytes:8
08:52:04.0 (3066404)|CONSTRUCTOR_ENTRY|[81]|01pm0000000Yfav|<init>()|fflib_SObjectDomain.ErrorFactory
08:52:04.0 (3085809)|VARIABLE_SCOPE_BEGIN|[615]|this|fflib_SObjectDomain.ErrorFactory|true|false
08:52:04.0 (3180231)|VARIABLE_ASSIGNMENT|[615]|this|{}|0x5ffa4d40
