42.0 APEX_CODE,FINEST;APEX_PROFILING,INFO;CALLOUT,INFO;DB,INFO;NBA,INFO;SYSTEM,DEBUG;VALIDATION,INFO;VISUALFORCE,INFO;WAVE,INFO;WORKFLOW,INFO
12:33:51.0 (340291)|USER_INFO|[EXTERNAL]|00518000002hPQO|matthew.billups@matsonmoney.com.mbill|Mountain Standard Time|GMT-07:00
12:33:51.0 (383249)|EXECUTION_STARTED
12:33:51.0 (387642)|CODE_UNIT_STARTED|[EXTERNAL]|01pm0000000YfaN|fflib_ApplicationTest.callingDomainFactoryShouldGiveRegisteredImplsAndMocks()
12:33:51.0 (821424)|VARIABLE_SCOPE_BEGIN|[375]|fflib_ApplicationTest.Domain|fflib_Application.DomainFactory|true|true
12:33:51.0 (858862)|VARIABLE_SCOPE_BEGIN|[368]|fflib_ApplicationTest.Selector|fflib_Application.SelectorFactory|true|true
12:33:51.0 (888093)|VARIABLE_SCOPE_BEGIN|[353]|fflib_ApplicationTest.Service|fflib_Application.ServiceFactory|true|true
12:33:51.0 (914557)|VARIABLE_SCOPE_BEGIN|[360]|fflib_ApplicationTest.UnitOfWork|fflib_Application.UnitOfWorkFactory|true|true
12:33:51.0 (1025830)|HEAP_ALLOCATE|[72]|Bytes:3
12:33:51.0 (1063390)|HEAP_ALLOCATE|[77]|Bytes:152
12:33:51.0 (1079724)|HEAP_ALLOCATE|[342]|Bytes:408
12:33:51.0 (1094620)|HEAP_ALLOCATE|[355]|Bytes:408
12:33:51.0 (1107850)|HEAP_ALLOCATE|[467]|Bytes:48
12:33:51.0 (1133135)|HEAP_ALLOCATE|[139]|Bytes:6
12:33:51.0 (1148956)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:269
12:33:51.0 (1155127)|HEAP_ALLOCATE|[EXTERNAL]|Bytes:752
12:33:51.0 (1224283)|METHOD_ENTRY|[29]|01pm0000000YfaN|fflib_ApplicationTest.fflib_ApplicationTest()
12:33:51.0 (1231651)|STATEMENT_EXECUTE|[29]
12:33:51.0 (1235725)|STATEMENT_EXECUTE|[29]
12:33:51.0 (1237299)|STATEMENT_EXECUTE|[353]
12:33:51.0 (1241416)|HEAP_ALLOCATE|[354]|Bytes:11
12:33:51.0 (1251374)|HEAP_ALLOCATE|[354]|Bytes:12
12:33:51.0 (1309550)|HEAP_ALLOCATE|[355]|Bytes:4
12:33:51.0 (1341598)|HEAP_ALLOCATE|[356]|Bytes:43
12:33:51.0 (1369993)|HEAP_ALLOCATE|[50]|Bytes:5
12:33:51.0 (1392031)|HEAP_ALLOCATE|[56]|Bytes:5
12:33:51.0 (1399734)|HEAP_ALLOCATE|[64]|Bytes:7
12:33:51.0 (5293002)|HEAP_ALLOCATE|[356]|Bytes:27
12:33:51.0 (5308634)|SYSTEM_METHOD_ENTRY|[1]|Type.Type()
12:33:51.0 (5314313)|STATEMENT_EXECUTE|[1]
12:33:51.0 (5322491)|SYSTEM_METHOD_EXIT|[1]|Type
12:33:51.0 (5329819)|HEAP_ALLOCATE|[356]|Bytes:8
12:33:51.0 (5350100)|HEAP_ALLOCATE|[356]|Bytes:8
12:33:51.0 (5357773)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:33:51.0 (5397165)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x4a4aab32
12:33:51.0 (5405683)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:33:51.0 (5531604)|VARIABLE_ASSIGNMENT|[4]|apextype|"fflib_ApplicationTest.IOpportunitiesService"|0x49c2e483
12:33:51.0 (5612375)|HEAP_ALLOCATE|[356]|Bytes:8
12:33:51.0 (5625226)|HEAP_ALLOCATE|[356]|Bytes:46
12:33:51.0 (9334382)|HEAP_ALLOCATE|[356]|Bytes:8
12:33:51.0 (9349106)|HEAP_ALLOCATE|[356]|Bytes:8
12:33:51.0 (9355098)|VARIABLE_SCOPE_BEGIN|[4]|this|System.Type|true|false
12:33:51.0 (9381272)|VARIABLE_ASSIGNMENT|[4]|this|{}|0x4ebbde84
12:33:51.0 (9388544)|VARIABLE_SCOPE_BEGIN|[4]|apextype|java:common.apex.runtime.ApexObjectType|true|false
12:33:51.0 (9460154)|VARIABLE_ASSIGNMENT|[4]|apextype|"fflib_ApplicationTest.OpportunitiesServiceImpl"|0x7a162f60
12:33:51.0 (9499821)|HEAP_ALLOCATE|[356]|Bytes:8
